Date,Open,High,Low,Close,Adj Close,Volume
2022-11-14,43.29,44.15,42.25,42.66,42.66,40520954
2022-11-15,42.59,44.52,42.43,44.12,44.12,43358310
2022-11-16,43.9,44.6,43.33,43.58,43.58,34952893
2022-11-17,43.99,44.92,43.4,44.69,44.69,45533431
2022-11-18,44.65,46.7,44.31,45.48,45.48,58964275
2022-11-21,45.06,46.12,44.26,44.48,44.48,40207723
2022-11-22,44.25,44.43,43.15,43.41,43.41,27515893
2022-11-23,43.34,45.36,43.1,44.9,44.9,37936892
2022-11-24,45.0,45.26,44.18,44.22,44.22,27917195
2022-11-25,44.01,44.16,42.55,43.09,43.09,27336823
2022-11-28,41.45,42.48,40.31,41.51,41.51,49736288
2022-11-29,41.97,42.68,41.4,41.8,41.8,38442339
2022-11-30,41.8,42.15,41.0,41.57,41.57,34601582
2022-12-01,42.0,42.55,41.65,42.04,42.04,32958753
2022-12-02,41.74,42.96,41.73,41.87,41.87,29705034
2022-12-05,41.85,41.85,40.35,40.94,40.94,48272021
2022-12-06,40.88,41.53,40.58,40.75,40.75,40349741
2022-12-07,40.7,41.2,40.3,40.48,40.48,33910552
2022-12-08,40.46,41.0,39.98,40.03,40.03,40683287
2022-12-09,40.03,40.32,39.69,40.3,40.3,49328337
2022-12-12,40.0,40.19,39.34,39.77,39.77,29396912
2022-12-13,39.88,39.92,38.33,38.59,38.59,43776332
2022-12-14,38.66,39.33,38.0,38.38,38.38,29817429
2022-12-15,38.07,39.19,38.06,39.05,39.05,31741583
2022-12-16,38.71,38.95,37.7,37.98,37.98,32516507
2022-12-19,37.83,38.57,37.35,37.58,37.58,22867350
2022-12-20,37.58,37.7,37.0,37.53,37.53,21471329
2022-12-21,37.53,37.62,36.21,36.56,36.56,26298001
2022-12-22,36.69,36.89,34.5,34.94,34.94,66342242
2022-12-23,34.99,35.25,33.7,34.93,34.93,51278728
2022-12-26,34.6,37.75,34.6,37.39,37.39,66571515
2022-12-27,37.39,38.33,37.2,38.04,38.04,40831573
2022-12-28,37.81,38.21,37.5,37.8,37.8,31075774
2022-12-29,38.0,38.08,37.3,37.76,37.76,22940633
2022-12-30,37.98,38.41,37.61,37.66,37.66,21059515
2023-01-03,37.58,38.09,36.88,38.03,38.03,27570719
2023-01-04,38.03,38.09,36.5,36.81,36.81,33728031
2023-01-05,36.8,37.77,36.08,37.41,37.41,30721971
2023-01-06,37.5,40.1,37.41,39.19,39.19,59741245
2023-01-09,39.21,39.57,38.49,39.25,39.25,35721460
2023-01-10,41.37,42.03,39.99,40.84,40.84,73037452
2023-01-11,40.65,41.2,39.84,39.94,39.94,40031332
2023-01-12,40.33,41.09,39.71,40.48,40.48,39729302
2023-01-13,40.41,40.77,39.8,40.13,40.13,27447788
2023-01-16,39.9,41.27,39.53,40.68,40.68,33576963
2023-01-17,40.67,40.96,40.4,40.75,40.75,19534946
2023-01-18,40.77,41.58,40.68,41.12,41.12,37071241
2023-01-19,41.1,41.11,40.42,40.9,40.9,23038359
2023-01-20,40.9,41.65,40.68,41.65,41.65,39157502
2023-01-30,42.19,42.2,41.0,41.25,41.25,45410699
2023-01-31,41.14,42.44,41.01,42.44,42.44,45234113
2023-02-01,42.98,43.24,41.7,42.7,42.7,43807391
2023-02-02,42.5,42.8,42.08,42.3,42.3,29725766
2023-02-03,42.0,42.0,40.87,41.56,41.56,31693491
2023-02-06,41.58,42.4,41.41,42.3,42.3,32415522
2023-02-07,42.27,42.98,42.0,42.31,42.31,28387746
2023-02-08,42.35,42.76,41.5,41.66,41.66,21699033
2023-02-09,41.44,42.68,41.28,42.5,42.5,29222510
2023-02-10,42.45,42.78,41.86,42.35,42.35,21986267
2023-02-13,42.0,42.8,41.95,42.28,42.28,24288948
2023-02-14,42.48,42.73,42.0,42.25,42.25,20053605
2023-02-15,42.01,43.59,42.01,43.05,43.05,30144287
2023-02-16,43.0,44.19,41.9,42.25,42.25,47518168
2023-02-17,42.64,42.68,40.68,40.72,40.72,32437694
2023-02-20,40.5,42.0,40.5,41.92,41.92,23563771
2023-02-21,42.0,43.19,41.95,42.69,42.69,31944480
2023-02-22,42.31,43.26,42.29,42.58,42.58,18178980
2023-02-23,42.57,44.04,42.4,43.7,43.7,43246317
2023-02-24,43.8,43.88,43.2,43.54,43.54,20380917
2023-02-27,43.36,44.49,42.9,43.55,43.55,25562961
2023-02-28,43.45,43.78,42.68,43.65,43.65,27317416
2023-03-01,43.86,44.38,43.53,44.12,44.12,25827446
2023-03-02,45.54,45.99,44.01,44.21,44.21,48231546
2023-03-03,44.0,44.73,43.71,43.84,43.84,21973458
2023-03-06,44.99,48.22,44.77,48.16,48.16,116636525
2023-03-07,47.75,48.88,47.48,48.04,48.04,64944741
2023-03-08,47.88,49.12,47.01,47.8,47.8,51797460
2023-03-09,48.68,49.31,47.77,48.05,48.05,58355772
2023-03-10,48.0,49.16,47.6,48.31,48.31,47538807
2023-03-13,48.3,48.8,47.19,47.54,47.54,45578196
2023-03-14,47.5,47.6,45.21,46.7,46.7,62276416
2023-03-15,46.69,47.05,45.77,45.88,45.88,32404520
2023-03-16,45.05,45.59,42.71,43.13,43.13,69097693
2023-03-17,43.5,44.3,43.36,43.81,43.81,45617076
2023-03-20,43.31,45.6,43.1,44.58,44.58,43341520
2023-03-21,44.14,44.71,43.6,44.52,44.52,34214432
2023-03-22,44.88,45.82,44.75,45.28,45.28,37014314
2023-03-23,44.81,45.26,44.56,44.89,44.89,25059095
2023-03-24,44.8,45.53,44.2,45.15,45.15,30688107
2023-03-27,45.0,47.5,44.71,47.5,47.5,60705344
2023-03-28,47.65,48.3,46.92,47.18,47.18,37851113
2023-03-29,47.4,48.11,46.58,47.34,47.34,37610296
2023-03-30,47.28,49.02,46.95,48.95,48.95,53430176
2023-03-31,49.29,49.88,48.01,48.46,48.46,43621092
2023-04-03,48.3,49.1,47.61,48.8,48.8,42967481
2023-04-04,48.97,49.01,46.55,47.23,47.23,60039221
2023-04-06,47.1,49.3,47.06,49.28,49.28,50637508
2023-04-07,49.38,50.25,48.65,49.05,49.05,40545668
2023-04-10,48.89,49.8,47.02,48.88,48.88,61571343
2023-04-11,48.3,49.05,47.77,48.22,48.22,35671526
2023-04-12,48.0,48.49,47.31,47.58,47.58,27753977
2023-04-13,47.71,48.16,46.34,46.59,46.59,33622121
2023-04-14,45.0,46.25,44.6,45.88,45.88,51440767
2023-04-17,45.42,47.3,45.21,45.71,45.71,39791274
2023-04-18,45.8,46.47,45.11,45.43,45.43,30174398
2023-04-19,44.63,45.11,43.58,43.96,43.96,52682305
2023-04-20,43.95,43.95,42.79,43.18,43.18,37696242
2023-04-21,43.3,44.17,42.9,42.9,42.9,33823400
2023-04-24,42.5,42.8,40.85,41.5,41.5,52020696
2023-04-25,41.7,42.02,40.0,40.13,40.13,40403235
2023-04-26,40.0,42.84,39.88,42.13,42.13,48070261
2023-04-27,41.71,42.38,40.2,40.4,40.4,44727324
2023-04-28,41.0,41.91,40.73,41.58,41.58,35732453
2023-05-04,41.19,42.25,41.05,41.15,41.15,26438211
2023-05-05,41.15,41.34,39.88,40.45,40.45,29329052
2023-05-08,40.81,41.4,40.53,40.93,40.93,20688673
2023-05-09,40.9,40.9,39.61,39.62,39.62,31619232
2023-05-10,39.6,40.1,38.68,39.62,39.62,30409621
2023-05-11,39.63,40.17,38.87,38.98,38.98,24682471
2023-05-12,38.23,39.18,38.05,38.4,38.4,25616795
2023-05-15,38.65,39.9,38.65,39.84,39.84,28719805
2023-05-16,39.9,40.55,39.7,40.08,40.08,26536447
2023-05-17,40.4,40.73,39.33,39.81,39.81,17109347
2023-05-18,39.99,40.1,39.14,39.42,39.42,14353925
2023-05-19,39.4,39.73,38.89,39.58,39.58,14509663
2023-05-22,39.6,40.1,39.03,40.06,40.06,21233436
2023-05-23,40.07,41.1,39.97,40.19,40.19,28487704
2023-05-24,40.1,41.96,39.97,41.3,41.3,38691601
2023-05-25,42.19,42.86,41.5,41.88,41.88,43762367
2023-05-26,41.66,41.66,40.2,40.9,40.9,28984480
2023-05-29,40.5,40.6,38.88,39.13,39.13,35866026
2023-05-30,39.0,39.26,37.85,38.17,38.17,38168264
2023-05-31,38.2,38.48,36.77,37.15,37.15,40293946
2023-06-01,37.2,38.05,35.93,36.45,36.45,55862669
2023-06-02,36.35,36.79,36.24,36.26,36.26,27407102
2023-06-05,36.26,36.35,35.5,35.64,35.64,27913464
2023-06-06,35.69,36.48,34.6,35.9,35.9,53916483
2023-06-07,35.8,35.87,34.96,35.2,35.2,30253001
2023-06-08,36.21,37.44,35.77,36.78,36.78,58916370
2023-06-09,36.31,36.7,35.51,36.39,36.39,44480613
2023-06-12,36.45,37.2,36.11,36.91,36.91,33244336
2023-06-13,36.9,37.17,36.41,36.86,36.86,20062352
2023-06-14,37.1,37.21,36.57,36.57,36.57,20945697
2023-06-15,36.56,39.25,36.26,39.19,39.19,60244838
2023-06-16,31.4,31.98,31.0,31.9,31.9,51159929
2023-06-19,32.0,32.09,31.15,31.5,31.5,40883606
2023-06-20,31.63,33.0,31.35,32.66,32.66,59570952
2023-06-21,32.4,33.13,32.15,32.2,32.2,37149455
2023-06-26,31.78,32.98,31.52,32.19,32.19,33937282
2023-06-27,32.2,32.94,31.59,32.05,32.05,38709796
2023-06-28,31.9,32.46,31.75,31.82,31.82,27760866
2023-06-29,31.7,32.96,31.6,32.35,32.35,40001764
2023-06-30,32.11,33.4,31.99,33.2,33.2,50300803
2023-07-03,33.51,33.66,32.21,32.33,32.33,49910699
2023-07-04,32.2,32.49,31.66,31.72,31.72,34359016
2023-07-05,31.68,31.88,31.08,31.25,31.25,28071891
2023-07-06,31.01,31.36,30.49,31.25,31.25,30727818
2023-07-07,30.91,31.1,30.28,30.31,30.31,23596721
2023-07-10,30.28,31.91,30.25,31.24,31.24,46421809
2023-07-11,31.2,31.27,30.22,30.59,30.59,32954693
2023-07-12,30.69,31.62,29.84,31.12,31.12,46518045
2023-07-13,30.95,32.1,30.88,31.34,31.34,31530399
2023-07-14,31.25,31.28,30.51,30.54,30.54,29907779
2023-07-17,30.26,31.36,30.18,30.79,30.79,31043774
2023-07-18,30.8,30.92,30.18,30.22,30.22,25557449
2023-07-19,30.22,30.22,29.4,29.6,29.6,34709553
2023-07-20,29.83,29.96,29.1,29.13,29.13,30857087
2023-07-21,29.04,29.36,28.65,28.84,28.84,45175674
2023-07-24,28.67,28.93,28.3,28.72,28.72,44194333
2023-07-25,29.01,29.42,28.9,29.18,29.18,35279062
2023-07-26,29.13,29.59,28.92,29.06,29.06,29589298
2023-07-27,29.09,29.2,28.6,28.66,28.66,22401050
2023-07-28,28.66,29.46,28.51,29.42,29.42,33221857
2023-07-31,29.88,30.08,28.87,29.09,29.09,60608264
2023-08-01,29.05,29.06,28.21,28.45,28.45,45993794
2023-08-02,28.5,28.75,28.1,28.16,28.16,32499240
2023-08-03,28.18,28.86,28.18,28.57,28.57,37226265
2023-08-04,28.65,29.18,28.57,28.94,28.94,36091021
2023-08-07,28.95,28.96,28.44,28.57,28.57,19846168
2023-08-08,28.59,28.89,28.01,28.04,28.04,28288495
2023-08-09,27.98,28.27,27.73,28.06,28.06,16476556
2023-08-10,28.28,28.88,28.21,28.83,28.83,34719036
2023-08-11,28.83,28.83,28.21,28.35,28.35,26323826
2023-08-14,28.01,28.18,27.6,27.8,27.8,26642269
2023-08-15,27.75,27.88,25.97,26.62,26.62,78885969
2023-08-16,26.57,26.85,25.92,25.95,25.95,37440663
2023-08-17,25.81,26.14,25.1,26.0,26.0,39984406
2023-08-18,26.06,26.6,25.98,26.09,26.09,37271719
2023-08-21,25.97,26.03,25.1,25.1,25.1,43464905
2023-08-22,25.52,25.58,24.33,25.06,25.06,58472210
2023-08-23,25.1,25.15,23.86,23.93,23.93,48842831
2023-08-24,24.25,25.28,24.1,24.92,24.92,60866451
2023-08-25,24.77,24.91,24.36,24.53,24.53,35253772
2023-08-28,26.26,26.3,24.6,24.77,24.77,50319565
2023-08-29,24.75,25.82,24.47,25.7,25.7,52768651
2023-08-30,25.72,26.28,25.6,26.07,26.07,46308288
2023-08-31,25.98,26.16,25.59,25.65,25.65,30073243
2023-09-01,25.8,26.07,25.63,25.78,25.78,23325836
2023-09-04,25.81,25.95,25.26,25.81,25.81,28375291
2023-09-05,25.71,26.22,25.5,25.88,25.88,37400836
2023-09-06,25.7,25.76,25.24,25.58,25.58,31943443
2023-09-07,25.42,25.57,24.85,24.85,24.85,32069557
2023-09-08,24.82,24.98,24.37,24.41,24.41,23507497
2023-09-11,24.45,25.16,24.34,24.82,24.82,30556116
2023-09-12,24.82,25.06,24.64,24.74,24.74,18688560
2023-09-13,24.72,24.8,24.26,24.45,24.45,19406590
2023-09-14,24.4,24.57,23.96,24.16,24.16,27445727
2023-09-15,24.32,24.36,23.7,23.71,23.71,44943508
2023-09-18,23.72,24.12,23.47,23.8,23.8,29688318
2023-09-19,23.7,23.75,22.92,23.12,23.12,48323494
2023-09-20,23.1,23.1,22.42,22.44,22.44,43487882
2023-09-21,22.6,22.71,22.24,22.26,22.26,35182572
2023-09-22,22.17,22.62,22.17,22.55,22.55,41110539
2023-09-25,22.5,22.69,22.33,22.41,22.41,36682815
2023-09-26,22.34,22.61,22.04,22.08,22.08,34196877
2023-09-27,22.3,23.96,22.08,23.58,23.58,98827716
2023-09-28,23.6,24.02,23.31,23.38,23.38,49951295
2023-10-09,23.19,23.33,22.87,23.08,23.08,34761346
2023-10-10,23.11,23.3,22.4,22.51,22.51,45334001
2023-10-11,22.7,23.0,22.28,22.47,22.47,35340817
2023-10-12,22.61,23.08,22.35,22.81,22.81,45246691
2023-10-13,22.61,22.72,21.84,22.13,22.13,59694134
2023-10-16,21.98,22.03,20.99,21.08,21.08,61694813
2023-10-17,21.44,21.5,20.84,21.29,21.29,42846675
2023-10-18,21.29,21.29,20.48,20.5,20.5,54896381
2023-10-19,20.5,20.73,20.06,20.25,20.25,59007755
2023-10-20,20.06,20.56,19.95,19.99,19.99,57174041
2023-10-23,19.86,19.87,19.1,19.3,19.3,45873815
2023-10-24,19.47,19.59,19.18,19.36,19.36,42144710
2023-10-25,19.48,19.63,18.56,19.02,19.02,96655543
2023-10-26,18.73,18.74,17.85,18.24,18.24,117083763
2023-10-27,18.25,18.85,18.01,18.68,18.68,101134915
2023-10-30,18.49,18.89,18.3,18.7,18.7,75304910
2023-10-31,18.62,18.85,18.27,18.46,18.46,55941593
2023-11-01,18.49,18.6,18.05,18.07,18.07,50515345
2023-11-02,18.11,18.32,17.58,17.58,17.58,65338661
2023-11-03,17.6,18.16,17.6,17.95,17.95,69080918
2023-11-06,18.18,18.85,18.1,18.58,18.58,88504520
2023-11-07,18.58,18.84,18.3,18.68,18.68,58794670
2023-11-08,18.67,19.02,18.56,18.87,18.87,76623979
2023-11-09,18.8,19.78,18.68,19.37,19.37,142211925
2023-11-10,19.23,19.26,18.73,18.9,18.9,67060782
2023-11-13,18.95,19.42,18.95,19.17,19.17,60103238
2023-11-14,19.2,19.44,18.94,19.13,19.13,45433595
2023-11-15,19.41,19.61,19.23,19.27,19.27,67879829
2023-11-16,19.2,19.21,18.65,18.65,18.65,70068793
2023-11-17,18.56,18.75,18.49,18.6,18.6,42611218
2023-11-20,18.6,18.87,18.3,18.61,18.61,39345195
2023-11-21,18.71,18.89,18.54,18.55,18.55,39417415
2023-11-22,18.45,18.51,18.16,18.17,18.17,44439891
2023-11-23,18.17,18.31,18.08,18.27,18.27,27424880
2023-11-24,18.2,18.21,17.83,17.91,17.91,33629116
2023-11-27,17.9,17.9,17.33,17.42,17.42,55680922
2023-11-28,17.53,17.54,17.14,17.27,17.27,43865364
2023-11-29,17.27,17.3,16.84,16.88,16.88,46655829
2023-11-30,16.88,16.96,16.57,16.68,16.68,42459635
2023-12-01,16.62,16.63,16.17,16.33,16.33,55256250
2023-12-04,16.31,16.52,16.08,16.1,16.1,49812381
2023-12-05,16.06,16.25,15.68,15.7,15.7,53593957
2023-12-06,15.6,16.19,15.52,16.0,16.0,64526370
2023-12-07,15.96,15.96,15.57,15.78,15.78,50049007
2023-12-08,16.0,16.07,15.54,15.6,15.6,60190643
2023-12-11,15.4,15.63,15.1,15.62,15.62,66037286
2023-12-12,15.52,15.68,15.33,15.41,15.41,39040288
2023-12-13,15.31,15.36,14.83,14.87,14.87,60529665
2023-12-14,15.08,15.33,14.81,14.92,14.92,55875039
2023-12-15,15.15,15.42,14.89,14.89,14.89,91628435
2023-12-18,14.88,15.01,14.5,14.56,14.56,53331335
2023-12-19,14.55,14.86,14.48,14.66,14.66,56354595
2023-12-20,14.76,14.78,14.42,14.42,14.42,39996625
2023-12-21,14.39,14.98,14.34,14.8,14.8,118112380
2023-12-22,14.68,15.2,14.46,14.94,14.94,112832639
2023-12-25,14.93,15.22,14.86,15.03,15.03,59771251
2023-12-26,14.97,15.06,14.82,14.91,14.91,37732594
2023-12-27,15.0,15.01,14.68,14.77,14.77,38347248
2023-12-28,14.85,16.14,14.73,15.93,15.93,186584922
2023-12-29,15.84,16.05,15.61,15.64,15.64,93214617
2024-01-02,15.64,15.64,15.15,15.17,15.17,78145426
2024-01-03,15.1,15.34,14.92,15.05,15.05,57121551
2024-01-04,15.0,15.01,14.38,14.58,14.58,82080582
2024-01-05,14.48,14.76,14.08,14.18,14.18,75461830
2024-01-08,14.1,14.43,13.93,13.96,13.96,73124486
2024-01-09,13.98,15.13,13.78,14.53,14.53,147232129
2024-01-10,14.33,15.18,14.31,14.82,14.82,129421699
2024-01-11,14.7,15.35,14.63,15.19,15.19,124757924
2024-01-12,15.17,15.52,14.96,14.99,14.99,117669969
2024-01-15,14.86,15.05,14.54,14.69,14.69,75121748
2024-01-16,14.62,15.51,14.5,15.19,15.19,146122741
2024-01-17,15.12,15.17,14.61,14.61,14.61,88178673
2024-01-18,14.43,16.07,14.41,16.07,16.07,303448656
2024-01-19,16.56,16.65,16.01,16.07,16.07,322772875
2024-01-22,15.87,16.36,15.3,15.75,15.75,262951588
2024-01-23,15.7,16.6,15.45,15.87,15.87,258695852
2024-01-24,15.86,15.99,14.8,15.33,15.33,259988980
2024-01-25,15.1,15.57,14.67,15.52,15.52,208313015
2024-01-26,15.33,15.76,15.13,15.15,15.15,160949972
2024-01-29,14.21,14.21,13.64,13.64,13.64,160617386
2024-01-30,12.75,13.04,12.45,12.46,12.46,200324901
2024-01-31,12.46,12.96,12.28,12.3,12.3,150018401
2024-02-01,12.4,12.98,12.33,12.6,12.6,136836695
2024-02-02,12.57,12.58,11.34,11.53,11.53,202911285
2024-02-05,11.4,11.66,10.5,10.89,10.89,174237699
2024-02-06,10.84,11.58,10.8,11.52,11.52,154856160
2024-02-07,11.48,11.9,11.35,11.52,11.52,159800697
2024-02-08,11.64,12.1,11.5,12.07,12.07,148016270
2024-02-19,12.1,12.11,11.75,12.06,12.06,114901304
2024-02-20,12.02,12.18,11.77,12.17,12.17,98775176
2024-02-21,12.0,12.73,11.87,12.37,12.37,154494962
2024-02-22,12.3,12.8,12.29,12.62,12.62,126826265
2024-02-23,12.63,12.94,12.55,12.84,12.84,130636861
2024-02-26,12.84,12.93,12.63,12.71,12.71,107952614
2024-02-27,12.64,13.17,12.59,13.17,13.17,128199239
2024-02-28,13.24,13.92,12.77,12.78,12.78,218831575
2024-02-29,12.61,13.52,12.6,13.52,13.52,167546305
2024-03-01,13.58,13.73,13.28,13.6,13.6,120338213
2024-03-04,13.58,13.71,13.23,13.39,13.39,104494405
2024-03-05,13.28,13.29,12.9,12.98,12.98,110453109
2024-03-06,12.88,13.64,12.83,13.31,13.31,131274457
2024-03-07,13.25,13.34,12.84,12.85,12.85,97738460
2024-03-08,12.86,13.46,12.86,13.4,13.4,155457205
2024-03-11,13.7,13.85,13.45,13.75,13.75,153897368
2024-03-12,13.76,14.01,13.64,13.74,13.74,122649071
2024-03-13,13.73,13.73,13.46,13.56,13.56,84168242
2024-03-14,13.5,13.63,13.19,13.33,13.33,84520976
2024-03-15,13.31,13.38,12.96,13.21,13.21,90100006
2024-03-18,13.21,13.59,13.2,13.59,13.59,101802256
2024-03-19,13.55,13.75,13.29,13.3,13.3,83272612
2024-03-20,13.25,13.92,13.21,13.49,13.49,133552442
2024-03-21,13.46,13.71,13.18,13.18,13.18,110329320
2024-03-22,13.16,13.17,12.57,12.6,12.6,127274763
2024-03-25,12.49,12.59,12.2,12.21,12.21,86094541
2024-03-26,12.21,12.46,12.05,12.33,12.33,77302845
2024-03-27,12.26,12.3,11.72,11.74,11.74,76271537
2024-03-28,11.8,11.97,11.72,11.8,11.8,72208276
2024-03-29,11.75,11.97,11.59,11.84,11.84,57947589
2024-04-01,11.91,12.33,11.91,12.32,12.32,87647774
2024-04-02,12.32,12.33,12.05,12.23,12.23,64054240
2024-04-03,12.12,12.2,12.01,12.04,12.04,54067899
2024-04-08,11.97,11.97,11.5,11.51,11.51,77070504
2024-04-09,11.48,11.85,11.46,11.84,11.84,63565100
2024-04-10,11.83,11.83,11.43,11.53,11.53,51886917
2024-04-11,11.44,11.6,11.32,11.41,11.41,49629772
2024-04-12,11.42,11.46,11.01,11.01,11.01,64783105
2024-04-15,11.05,11.42,10.88,11.1,11.1,66952948
2024-04-16,10.98,11.04,10.51,10.54,10.54,71178230
2024-04-17,10.58,10.95,10.58,10.95,10.95,64576527
2024-04-18,10.85,10.98,10.64,10.78,10.78,63949937
2024-04-19,10.66,10.7,10.36,10.38,10.38,77182876
2024-04-22,10.37,10.63,10.2,10.26,10.26,66798167
2024-04-23,10.26,10.42,9.91,9.97,9.97,89440982
2024-04-24,9.94,9.97,9.7,9.79,9.79,88603349
2024-04-25,9.7,10.17,9.57,9.96,9.96,105564931
2024-04-26,9.89,10.55,9.8,10.44,10.44,158602990
2024-04-29,10.39,10.97,10.35,10.84,10.84,117906601
2024-04-30,10.78,10.83,10.32,10.43,10.43,89574438
2024-05-06,10.54,10.73,10.54,10.6,10.6,65819946
2024-05-07,10.6,10.75,10.46,10.65,10.65,63044174
2024-05-08,10.62,10.69,10.4,10.4,10.4,50559411
2024-05-09,10.45,11.44,10.45,11.07,11.07,190761734
2024-05-10,10.93,11.04,10.71,10.78,10.78,98478586
2024-05-13,10.64,10.86,10.44,10.7,10.7,78481174
2024-05-14,10.7,10.82,10.6,10.64,10.64,48564602
2024-05-15,10.65,11.03,10.53,10.55,10.55,64571925
2024-05-16,10.55,10.74,10.43,10.49,10.49,67394917
2024-05-17,10.41,10.52,10.24,10.48,10.48,70254150
2024-05-20,10.48,10.73,10.42,10.54,10.54,63128708
2024-05-21,10.53,10.53,10.28,10.34,10.34,49098047
2024-05-22,10.55,11.37,10.51,11.37,11.37,226554592
2024-05-23,11.55,11.77,11.41,11.46,11.46,307761523
2024-05-24,11.38,11.84,11.34,11.38,11.38,174936906
2024-05-27,11.28,11.37,10.72,10.98,10.98,144883496
2024-05-28,10.88,11.15,10.75,10.84,10.84,120923754
2024-05-29,11.28,11.92,11.1,11.54,11.54,299433644
2024-05-30,11.55,11.84,11.38,11.48,11.48,171795353
2024-05-31,11.45,11.55,11.02,11.05,11.05,127307324
2024-06-03,11.02,11.05,10.68,10.9,10.9,103428491
2024-06-04,10.79,10.88,10.56,10.85,10.85,101382724
2024-06-05,10.73,10.76,10.41,10.42,10.42,96723049
2024-06-06,10.43,11.03,10.41,10.45,10.45,196227004
2024-06-07,10.44,10.51,9.9,10.02,10.02,143877597
2024-06-11,9.9,10.04,9.73,9.97,9.97,70708906
2024-06-12,9.97,10.02,9.85,9.99,9.99,70913591
2024-06-13,9.99,10.1,9.9,9.91,9.91,65927010
2024-06-14,9.9,10.11,9.74,9.97,9.97,79934574
2024-06-17,9.87,9.91,9.61,9.74,9.74,83839020
2024-06-18,9.71,10.08,9.68,9.89,9.89,75959516
2024-06-19,9.89,9.9,9.63,9.67,9.67,62773601
2024-06-20,9.61,9.63,9.19,9.19,9.19,90488194
2024-06-21,9.22,9.38,9.14,9.19,9.19,52326779
2024-06-24,9.01,9.03,8.78,8.8,8.8,76369295
2024-06-25,8.85,8.87,8.45,8.57,8.57,69056907
2024-06-26,8.54,8.86,8.45,8.84,8.84,66804407
2024-06-27,8.75,8.93,8.66,8.67,8.67,52860671
2024-06-28,8.66,8.8,8.59,8.65,8.65,48032572
2024-07-01,8.66,8.84,8.6,8.8,8.8,42699837
2024-07-02,8.75,8.89,8.68,8.72,8.72,47749845
2024-07-03,8.75,8.82,8.61,8.73,8.73,42141945
2024-07-04,8.7,8.74,8.36,8.4,8.4,57838312
2024-07-05,8.38,8.6,8.32,8.52,8.52,46676920
2024-07-08,8.4,8.45,8.07,8.11,8.11,60265101
2024-07-09,7.87,7.98,7.66,7.91,7.91,70190549
2024-07-10,7.72,8.32,7.66,8.23,8.23,110792110
2024-07-11,8.31,8.63,8.25,8.5,8.5,82060631
2024-07-12,8.42,8.69,8.41,8.61,8.61,78416273
2024-07-15,8.6,8.62,8.28,8.32,8.32,56071166
2024-07-16,8.3,8.63,8.22,8.62,8.62,65694981
2024-07-17,8.96,9.17,8.71,8.73,8.73,160712300
2024-07-18,8.6,8.68,8.34,8.55,8.55,95019524
2024-07-19,8.45,8.77,8.44,8.68,8.68,80359731
2024-07-22,8.6,8.72,8.53,8.6,8.6,57652844
2024-07-23,8.56,8.72,8.32,8.34,8.34,59754473
2024-07-24,8.26,8.36,8.01,8.03,8.03,70711348
2024-07-25,8.02,8.65,8.0,8.32,8.32,117308806
2024-07-26,8.28,8.42,8.2,8.35,8.35,63578399
2024-07-29,8.32,8.34,8.11,8.13,8.13,51035378
2024-07-30,8.11,8.25,8.05,8.16,8.16,45348015
2024-07-31,8.11,8.75,8.03,8.73,8.73,119340989
2024-08-01,8.7,8.81,8.48,8.53,8.53,75069277
2024-08-02,8.48,8.63,8.34,8.36,8.36,61493433
2024-08-05,8.26,8.67,8.25,8.25,8.25,96771489
2024-08-06,8.41,8.76,8.41,8.59,8.59,127214830
2024-08-07,8.57,8.64,8.39,8.47,8.47,69187506
2024-08-08,8.46,8.54,8.35,8.42,8.42,66623384
2024-08-09,8.47,8.52,8.22,8.22,8.22,60310322
2024-08-12,8.32,8.48,8.16,8.18,8.18,47119104
2024-08-13,8.14,8.28,8.02,8.23,8.23,48554604
2024-08-14,8.24,8.42,8.1,8.1,8.1,43174946
2024-08-15,8.08,8.37,7.99,8.23,8.23,58547792
2024-08-16,8.2,8.24,8.1,8.14,8.14,42641892
2024-08-19,8.11,8.13,7.98,7.99,7.99,44022100
2024-08-20,8.0,8.05,7.81,7.85,7.85,38337411
2024-08-21,7.8,7.87,7.67,7.67,7.67,44987856
2024-08-22,7.7,7.74,7.39,7.42,7.42,59097610
2024-08-23,7.4,7.49,7.36,7.39,7.39,30567901
2024-08-26,7.35,7.67,7.35,7.57,7.57,53005891
2024-08-27,7.59,7.87,7.48,7.7,7.7,88453758
2024-08-28,7.6,7.75,7.49,7.66,7.66,45181882
2024-08-29,7.62,8.18,7.6,7.95,7.95,88213867
2024-08-30,7.89,8.4,7.88,8.23,8.23,105263178
2024-09-02,8.16,8.29,8.0,8.02,8.02,60117737
2024-09-03,8.02,8.22,7.94,8.14,8.14,52413529
2024-09-04,8.11,8.32,8.08,8.11,8.11,60951043
2024-09-05,8.11,8.31,8.11,8.16,8.16,50089313
2024-09-06,8.13,8.16,7.92,7.93,7.93,40147166
2024-09-09,7.89,7.98,7.79,7.84,7.84,30661406
2024-09-10,7.83,7.89,7.68,7.78,7.78,35705142
2024-09-11,7.76,7.94,7.7,7.88,7.88,45149775
2024-09-12,7.87,8.33,7.8,7.91,7.91,80276805
2024-09-13,7.91,7.94,7.69,7.7,7.7,41910880
2024-09-18,7.67,7.71,7.48,7.59,7.59,30957140
